chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
11,021.2-022-023-024-025.1,1,7.1,पृथक्,पृथक्,पृथक्{अव्य},पृथक्{अव्य},"सम्बन्धः,6.3","विनार्थ_द्योतकः,39.1#विनार्थ_द्योतकः,38.1#विनार्थ_द्योतकः,36.1#विनार्थ_द्योतकः,34.1#विनार्थ_द्योतकः,32.1#विनार्थ_द्योतकः,30.1#विनार्थ_द्योतकः,29.2#विनार्थ_द्योतकः,21.1#विनार्थ_द्योतकः,20.1#विनार्थ_द्योतकः,18.1#विनार्थ_द्योतकः,16.2#विनार्थ_द्योतकः,5.2#विनार्थ_द्योतकः,4.1#क्रियाविशेषणम्,29.2#क्रियाविशेषणम्,25.1#क्रियाविशेषणम्,19.1#क्रियाविशेषणम्,9.1#सम्बन्धः,6.3",पृथक्
11,021.2-022-023-024-025.1,1,8.1,दिव्याः,दिव्याः,दिव्य{पुं;1;बहु}/दिव्या{स्त्री;1;बहु}/दिव्या{स्त्री;2;बहु}/दिव्य{पुं;8;बहु},दिव्य{पुं;1;बहु},"विशेषणम्,11.1","विशेषणम्,15.4#विशेषणम्,14.3#विशेषणम्,12.2#विशेषणम्,11.1#विशेषणम्,10.1#सुप्_समुच्चितः,12.2#कर्म,12.1#कर्म,9.1#विशेषणम्,19.1#विशेषणम्,9.1",दिव्य
11,021.2-022-023-024-025.1,1,9.1,प्रसन्नाः,प्रसन्नाः,प्रसन्न{पुं;1;बहु}/प्रसन्ना{स्त्री;1;बहु(प्र_षद्1;क्त;भ्वादिः)}/प्रसन्ना{स्त्री;2;बहु(प्र_षद्1;क्त;भ्वादिः)},प्रसन्न{पुं;1;बहु},"विशेषणम्,11.1","विशेषणम्,19.1#विशेषणम्,15.4#विशेषणम्,14.3#विशेषणम्,12.2#विशेषणम्,11.1#विशेषणम्,10.1#सुप्_समुच्चितः,12.2#कर्म,12.1",प्रसन्न
11,021.2-022-023-024-025.1,1,10.1,विविधाः,विविधाः,विविध{पुं;1;बहु}/विविधा{स्त्री;1;बहु}/विविधा{स्त्री;2;बहु}/विविध{पुं;8;बहु},विविध{पुं;1;बहु},"विशेषणम्,11.1","विशेषणम्,11.1",विविध
11,021.2-022-023-024-025.1,1,11.1,सुराः,सुराः,सुर{पुं;1;बहु}/सुरा{स्त्री;1;बहु}/सुरा{स्त्री;2;बहु}/सुर{पुं;8;बहु}/सुरा{स्त्री;8;बहु},सुरा{स्त्री;1;बहु},"कर्म,42.1","कर्म,42.1",देव
11,021.2-022-023-024-025.1,1,12.1,कृत-,कृत-सुराः,कृत(कृ2;क्त;स्वादिः)}/कृत(कृ3{क्त;तनादिः),कृत(कृ2;क्त;स्वादिः),"कर्मधारयः,12.2","कर्मधारयः,12.2",-
11,021.2-022-023-024-025.1,1,12.2,सुराः,--,सुर{पुं;1;बहु}/सुरा{स्त्री;1;बहु}/सुरा{स्त्री;2;बहु}/सुर{पुं;8;बहु}/सुरा{स्त्री;8;बहु},सुर{पुं;1;बहु},"विशेषणम्,11.1","विशेषणम्,11.1",देव
11,021.2-022-023-024-025.1,1,13.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,42.1","सम्बन्धः,42.1",भी
11,021.2-022-023-024-025.1,1,14.1,शर्करासव-,--,आसव,आसव,"द्वन्द्वः,14.2","द्वन्द्वः,14.2",आसव-
11,021.2-022-023-024-025.1,1,14.2,माध्वीकाः,--,माध्वीक{पुं;8;बहु}/माध्वीक{पुं;1;बहु}/माध्वीका{स्त्री;8;बहु}/माध्वीका{स्त्री;1;बहु}/माध्वीका{स्त्री;2;बहु},माध्वीक{पुं;1;बहु},"विशेषणम्,11.1","विशेषणम्,11.1",माध्वीक
11,021.2-022-023-024-025.1,1,15.1,पुष्पासव-,--,आसव,आसव,"द्वन्द्वः,15.2","द्वन्द्वः,15.2",आसव-
11,021.2-022-023-024-025.1,1,15.2,फलासवाः,--,फलासव{पुं;1;बहु}/आसव{पुं;8;बहु}/आसवा{स्त्री;8;बहु}/आसवा{स्त्री;1;बहु}/आसवा{स्त्री;2;बहु},फलासव{पुं;1;बहु},"विशेषणम्,11.1","विशेषणम्,11.1",अर्क
11,021.2-022-023-024-025.1,1,16.1,वास-,वास-चूर्णैः,वास,वास,"चतुर्थी_तत्पुरुषः,16.2","चतुर्थी_तत्पुरुषः,16.2",वास-
11,021.2-022-023-024-025.1,1,16.2,चूर्णैः,--,चूर्ण{पुं;3;बहु}/चूर्ण{नपुं;3;बहु},चूर्ण{पुं;3;बहु},"करणम्,19.1","विनार्थः,29.2#विनार्थः,25.1#विनार्थः,19.1#विनार्थः,12.1#विनार्थः,9.1#विनार्थः,6.1#विनार्थः,3.2#विशेषणम्,38.1#विशेषणम्,34.1#विशेषणम्,30.1#विशेषणम्,29.2#विशेषणम्,21.1#विशेषणम्,20.1#विशेषणम्,18.1#सुप्_समुच्चितः,36.1#सुप्_समुच्चितः,34.1#सुप्_समुच्चितः,30.1#कर्ता,19.1#हेतुः,29.2#हेतुः,25.1#हेतुः,19.1#विशेषणम्,39.1#विशेषणम्,32.1#करणम्,19.1",चूर्णों_से
11,021.2-022-023-024-025.1,1,17.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,25.1","सुप्_समुच्चय_द्योतकः,16.2#सम्बन्धः,25.1#करणम्,19.1",और
11,021.2-022-023-024-025.1,1,18.1,विविधैः,विविधैः,विविध{पुं;3;बहु}/विविध{नपुं;3;बहु},विविध{पुं;3;बहु},"विशेषणम्,16.2","विशेषणम्,16.2",विविध_से
11,021.2-022-023-024-025.1,1,19.1,मृष्टाः,मृष्टाः,मृष्ट{पुं;1;बहु(मृज्1;क्त;अदादिः)}/मृष्टा{स्त्री;1;बहु(मृज्1;क्त;अदादिः)}/मृष्टा{स्त्री;2;बहु(मृज्1;क्त;अदादिः)}/मृष्ट{पुं;1;बहु(मृश्1;क्त;तुदादिः)}/मृष्टा{स्त्री;1;बहु(मृश्1;क्त;तुदादिः)}/मृष्टा{स्त्री;2;बहु(मृश्1;क्त;तुदादिः)},मृष्ट{पुं;1;बहु(मृज्1;क्त;अदादिः)},"विशेषणम्,11.1","विशेषणम्,11.1",धोए_हुए
11,021.2-022-023-024-025.1,1,20.1,तैः,तैः,तद्{सर्वनाम;पुं;3;बहु}/तद्{सर्वनाम;नपुं;3;बहु},तद्{सर्वनाम;पुं;3;बहु},"वीप्सा,21.1","वीप्सा,21.1",उनसे
11,021.2-022-023-024-025.1,1,21.1,तैः,तैः,तद्{सर्वनाम;पुं;3;बहु}/तद्{सर्वनाम;नपुं;3;बहु},तद्{सर्वनाम;पुं;3;बहु},"विशेषणम्,16.2","विशेषणम्,16.2",उनसे
11,021.2-022-023-024-025.1,1,22.1,पृथक्,पृथक्,पृथक्{अव्य},पृथक्{अव्य},"वीप्सा,23.1","वीप्सा,23.1",पृथक्
11,021.2-022-023-024-025.1,1,23.1,पृथक्,पृथक्,पृथक्{अव्य},पृथक्{अव्य},"सम्बन्धः,4.1","सम्बन्धः,4.1",पृथक्
11,021.2-022-023-024-025.1,1,24.1,सन्तता,सन्तता,सन्त{तल्;स्त्री;1;एक},सन्त{तल्;स्त्री;1;एक},"विशेषणम्,26.1","विशेषणम्,26.1",सन्त
11,021.2-022-023-024-025.1,1,25.1,शुशुभे,शुशुभे,शुभ्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः},शुभ्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः},अभिहित_कर्ता,अभिहित_कर्ता,शोभा_दी
11,021.2-022-023-024-025.1,1,26.1,भूमिः,भूमिः,भूमि{स्त्री;1;एक},भूमि{स्त्री;1;एक},"कर्ता,25.1","कर्ता,25.1",भूमि
11,021.2-022-023-024-025.1,1,27.1,माल्यैः,माल्यैः,माल्य{पु;3;बहु},माल्य{पु;3;बहु},"समुच्चितः,39.1","समुच्चितः,39.1",-
11,021.2-022-023-024-025.1,1,28.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,40.1","सम्बन्धः,40.1",और
11,021.2-022-023-024-025.1,1,29.1,बहु-,बहु-संस्थितैः,बहु,बहु,"बहुव्रीहिः,29.2","बहुव्रीहिः,29.2",बहु-
11,021.2-022-023-024-025.1,1,29.2,संस्थितैः,--,संस्थित{पुं;3;बहु(सम्_ष्था1;क्त;भ्वादिः)}/संस्थित{नपुं;3;बहु(सम्_ष्था1;क्त;भ्वादिः)},संस्थित{पुं;3;बहु(सम्_ष्था1;क्त;भ्वादिः)},"विशेषणम्,27.1","विशेषणम्,27.1",स्थित_से
11,021.2-022-023-024-025.1,1,30.1,हिरण्मयैः,हिरण्मयैः,हिरण्मय{पुं;3;बहु}/हिरण्मय{नपुं;3;बहु},हिरण्मय{पुं;3;बहु},"विशेषणम्,32.1","विशेषणम्,32.1",ब्रह्मा_देवताओं_से
11,021.2-022-023-024-025.1,1,31.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,40.1","सम्बन्धः,40.1",और
11,021.2-022-023-024-025.1,1,32.1,कलशैः,कलशैः,कलश{पुं;3;बहु},कलश{पुं;3;बहु},"समुच्चितः,39.1","समुच्चितः,39.1",कलशों_से
11,021.2-022-023-024-025.1,1,33.1,भाजनैः,भाजनैः,भाजन{नपु;3;बहु},भाजन{नपु;3;बहु},"समुच्चितः,39.1","समुच्चितः,39.1",-
11,021.2-022-023-024-025.1,1,34.1,स्फाटिकैः,स्फाटिकैः,स्फाटिक{पुं;3;बहु}/स्फाटिक{नपुं;3;बहु},स्फाटिक{पुं;3;बहु},"विशेषणम्,33.1","विशेषणम्,33.1",विल्लौर_पत्थर_कों_से
11,021.2-022-023-024-025.1,1,35.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,40.1","सम्बन्धः,40.1",भी
11,021.2-022-023-024-025.1,1,36.1,जाम्बूनदमयैः,जाम्बूनदमयैः,जाम्बूनद{मयट्;पुं;3;बहु}/जाम्बूनद{मयट्;नपुं;3;बहु},जाम्बूनद{मयट्;पुं;3;बहु},"विशेषणम्,38.1","विशेषणम्,38.1",जाम्बूनदों_से
11,021.2-022-023-024-025.1,1,37.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,39.1","समुच्चय_द्योतकः,39.1",और
11,021.2-022-023-024-025.1,1,38.1,अन्यैः,अन्यैः,अन्य{सर्वनाम;पुं;3;बहु}/अन्य{सर्वनाम;नपुं;3;बहु},अन्य{सर्वनाम;पुं;3;बहु},"समुच्चितः,39.1","समुच्चितः,39.1",अन्य_से
11,021.2-022-023-024-025.1,1,39.1,करकैः,करकैः,करक{पुं;3;बहु},करक{पुं;3;बहु},"करणम्,40.1","करणम्,40.1",जलपात्रों_से
11,021.2-022-023-024-025.1,1,40.1,अभिसंवृता,अभिसंवृता,अभिसंवृता{स्त्री;1;एक},अभिसंवृता{स्त्री;1;एक},"विशेषणम्,26.1","विशेषणम्,26.1",-
11,021.2-022-023-024-025.1,1,41.1,(युक्ता),युक्ता,युक्ता{स्त्री;1;एक},युक्ता{स्त्री;1;एक},"विशेषणम्,26.1","विशेषणम्,26.1",-
11,021.2-022-023-024-025.1,1,42.1,(दृष्टाः),दृष्टाः,दृष्टा{क्त;स्त्री;1;एक},दृष्टा{क्त;स्त्री;1;एक},-,-,-
