anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
7.1,समः,समः,सम{पुं;1;एक}/सम{सर्वनाम;पुं;1;एक},सम{पुं;1;एक},"समुच्चितः,10.2","विधेय_विशेषणम्,6.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.4#विधेय_विशेषणम्,1.1#विशेषणम्,15.2#विशेषणम्,14.1#विशेषणम्,12.1#विशेषणम्,8.2#क्रियाविशेषणम्,16.1#क्रियाविशेषणम्,13.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,2.3#कर्म,6.1#सुप्_समुच्चितः,10.2",समान
8.1,सत्य-,सत्य-परः,सत्य,सत्य,"षष्ठ्यर्थ-बहुव्रीहिः,8.2","षष्ठ्यर्थ-बहुव्रीहिः,8.2",सत्य-
8.2,परः,--,पर{सर्वनाम;पुं;1;एक}/पर{पुं;1;एक},पर{सर्वनाम;पुं;1;एक},"समुच्चितः,10.2","विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,6.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.4#विधेय_विशेषणम्,1.1#विशेषणम्,15.2#विशेषणम्,14.1#विशेषणम्,12.1#कर्ता_बे_वेर्ब्स्,13.1#कर्ता,6.1#कर्म,6.1#सुप्_समुच्चितः,10.2",पर
9.1,क्षमावान्,क्षमावान्,क्षमा{मतुप्;पुं;1;एक},क्षमा{मतुप्;पुं;1;एक},"समुच्चितः,10.2","विधेय_विशेषणम्,8.2#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,6.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.4#विधेय_विशेषणम्,1.1#विशेषणम्,15.2#विशेषणम्,14.1#विशेषणम्,12.1#कर्ता_बे_वेर्ब्स्,16.1#कर्ता_बे_वेर्ब्स्,13.1#कर्ता,6.1#कर्म,6.1#सुप्_समुच्चितः,10.2",क्षमा
10.1,आप्त-,आप्त-उपसेवी,आप्त(आप्1;क्त;स्वादिः),आप्त(आप्1;क्त;स्वादिः),"उपपद-तत्पुरुषः,10.2","उपपद-तत्पुरुषः,10.2",-
10.2,उपसेवी,--,उपसेविन्{पुं;1;एक},उपसेविन्{पुं;1;एक},"विधेय_विशेषणम्,12.1","विधेय_विशेषणम्,12.1",-
11.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,10.2","सम्बन्धः,10.1#सुप्_समुच्चय_द्योतकः,10.2",और
12.1,(यः),यः,यद्{सर्वनाम;पुं;1;एक},यद्{सर्वनाम;पुं;1;एक},"कर्ता,13.1","विशेषणम्,15.2#विशेषणम्,14.1#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,5.1#विशेषणम्,2.4#नित्य_सम्बन्धः1,14.1#कर्ता_बे_वेर्ब्स्,16.1#कर्ता_बे_वेर्ब्स्,13.1#कर्ता,6.1#कर्म,6.1",जो
13.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},-,"विशेषणम्,16.1#विषयाधिकरणम्,7.1",होता_है
14.1,(सः),सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,16.1","विशेषणम्,15.2#विशेषणम्,12.1#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,5.1#विशेषणम्,2.4#कर्ता_बे_वेर्ब्स्,16.1#कर्ता_बे_वेर्ब्स्,13.1",वह
15.1,अ-,अ-रोगः,अ,अ,"अस्त्यर्थ-मध्यमपदलोपी(नञ्)-बहुव्रीहिः,15.2","अस्त्यर्थ-मध्यमपदलोपी(नञ्)-बहुव्रीहिः,15.2",अ-
15.2,रोगः,--,रोग{पुं;1;एक},रोग{पुं;1;एक},"विधेय_विशेषणम्,14.1","विधेय_विशेषणम्,14.1#विधेय_विशेषणम्,12.1#विधेय_विशेषणम्,9.1#विधेय_विशेषणम्,8.2#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,6.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.4#कर्ता_बे_वेर्ब्स्,16.1#कर्ता_बे_वेर्ब्स्,13.1",रोग
16.1,भवति,भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},-,"विशेषणम्,13.1#विषयाधिकरणम्,7.1",होता_है
17.1,.,.,-,-,-,-,-
